start_node,end_species,loss_summary,first_loss_after_node,gd_count,tree_gd_IDs,gene1_IDs,gene2_IDs,path_string,end_copy_number,S28,S27,S26,S25,S24,S23,S22,S21,S20,S19,S18,S17,S16,S15,S14,S13,S12,S11,S10,S9,S8,S7,S6,S5,S4,S3,S2,S1,S0,DUN,CHL,MAR,CER,GIN,AMB,NYM,BRA,ORY,ASP,CIN,LIR,AQU,COF,SOL,MIM,HEL,ACT,VIT,POP,ARA,PRU,CUC,PHA,GLY,MED,ARH,ARI,ARD,CEC
S14,PHA,No duplicate lost,NA,30,OG0000629_253-10;OG0000629_253-11;OG0000630_253-14;OG0000633_253-21;OG0000648_249-33;OG0000658_248-61;OG0001259_162-87;OG0001259_162-88;OG0001266_162-94;OG0001277_161-112;OG0001307_159-150;OG0001307_159-151;OG0001309_158-155;OG0001309_158-157;OG0001311_158-163;OG0001312_158-165;OG0001319_157-174;OG0002442_101-180;OG0002447_101-182;OG0002451_101-184;OG0002462_100-185;OG0002466_100-190;OG0002470_100-193;OG0002471_100-194;OG0002471_100-195;OG0002498_99-202;OG0002521_99-212;OG0002524_99-217;OG0004474_64-229;OG0004485_64-232,PHA_0025988;PHA_0001104;PHA_0006280;PHA_0001065;PHA_0007567;PHA_0001392;PHA_0035950;PHA_0013280;PHA_0005441;PHA_0001684;PHA_0019170;PHA_0014588;PHA_0002920;PHA_0013357;PHA_0008802;PHA_0007307;PHA_0023500;PHA_0007781;PHA_0034150;PHA_0007011;PHA_0034797;PHA_0002157;PHA_0015960;PHA_0001188;PHA_0008416;PHA_0000854;PHA_0019976;PHA_0019817;PHA_0034286;PHA_0013496,PHA_0024998;PHA_0011071;PHA_0029287;PHA_0019435;PHA_0034055;PHA_0010873;PHA_0031266;PHA_0011971;PHA_0030302;PHA_0011160;PHA_0024152;PHA_0036974;PHA_0023356;PHA_0012056;PHA_0028918;PHA_0033068;PHA_0028599;PHA_0034042;PHA_0004487;PHA_0029184;PHA_0009089;PHA_0017407;PHA_0031668;PHA_0005159;PHA_0016802;PHA_0019006;PHA_0021870;PHA_0022524;PHA_0005627;PHA_0011556,S14(2)->S11(2)->S10(2)->PHA(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S11,PHA,No duplicate lost,NA,3,OG0000637_252-28;OG0000658_248-58;OG0001297_159-131,PHA_0030906;PHA_0000417;PHA_0022030,PHA_0031778;PHA_0001392;PHA_0005885,S11(2)->S10(2)->PHA(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S10,PHA,No duplicate lost,NA,4,OG0000652_249-44;OG0000669_246-85;OG0001297_159-130;OG0001319_157-173,PHA_0025484;PHA_0020842;PHA_0022030;PHA_0028599,PHA_0027628;PHA_0023774;PHA_0022085;PHA_0032301,S10(2)->PHA(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S28,POP,Lost after S28,S28,2,OG0000665_247-78;OG0004491_64-234,NA,POP_0018241;POP_0002302,S28(2)->S27(1)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,POP,Lost after S27,S27,1,OG0001267_162-102,NA,POP_0016383,S28(2)->S27(2)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,POP,Lost after S26,S26,1,OG0000652_249-50,NA,POP_0026327,S27(2)->S26(2)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,2,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,POP,Lost after S25,S25,2,OG0001259_162-90;OG0002498_99-203,NA,POP_0019512;POP_0001177,S27(2)->S26(2)->S25(2)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,POP,Lost after S24,S24,1,OG0001267_162-101,NA,POP_0016383,S27(2)->S26(2)->S25(2)->S24(2)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,2,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,POP,No duplicate lost,NA,7,OG0000652_249-49;OG0000667_246-84;OG0001289_160-124;OG0001289_160-125;OG0002437_101-178;OG0002522_99-214;OG0002523_99-216,POP_0026327;POP_0037655;POP_0022119;POP_0009245;POP_0039747;POP_0006337;POP_0007560,POP_0048182;POP_0008978;POP_0014352;POP_0019458;POP_0038948;POP_0001188,S27(2)->S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2),2,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S26,POP,Lost after S19,S19,1,OG0001266_162-96,NA,POP_0036707,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,NA,2,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S26,POP,No duplicate lost,NA,2,OG0001266_162-97;OG0002471_100-196,POP_0025136;POP_0037533,POP_0036707;POP_0017873,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2),2,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,POP,Lost after S23,S23,3,OG0002440_101-179;OG0002522_99-213;OG0004494_64-237,NA,POP_0047988;POP_0006337;POP_0012908,S25(2)->S24(2)->S23(2)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,NA,NA,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,POP,Lost after S21,S21,1,OG0001318_157-172,NA,POP_0012798,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,NA,NA,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,POP,Lost after S19,S19,1,OG0000657_248-55,NA,POP_0031343,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,NA,NA,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,POP,No duplicate lost,NA,13,OG0000631_253-19;OG0000633_253-24;OG0000657_248-54;OG0000657_248-56;OG0000658_248-66;OG0001270_161-104;OG0001277_161-115;OG0001280_161-119;OG0001297_159-145;OG0001319_157-175;OG0002462_100-186;OG0002506_99-204;OG0002508_99-206,POP_0039453;POP_0012520;POP_0047168;POP_0018561;POP_0047035;POP_0048113;POP_0013660;POP_0023676;POP_0039106;POP_0000101;POP_0051428;POP_0046257;POP_0003364,POP_0019428;POP_0033010;POP_0031343;POP_0013824;POP_0011249;POP_0023427;POP_0022605;POP_0007008;POP_0003346;POP_0014580;POP_0023455;POP_0028272,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2),2,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,POP,Lost after S21,S21,1,OG0000665_247-68,POP_0044946,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,NA,NA,NA,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,POP,Lost after S20,S20,1,OG0001277_161-114,NA,POP_0023427,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,NA,NA,NA,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,POP,Lost after S8,S8,1,OG0001307_159-154,NA,POP_0009204,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(1),1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,POP,No duplicate lost,NA,8,OG0000631_253-18;OG0000637_252-30;OG0000667_246-83;OG0001294_159-129;OG0001299_159-148;OG0001309_158-158;OG0001317_157-167;OG0002511_99-208,POP_0019428;POP_0016906;POP_0045040;POP_0041140;POP_0041838;POP_0002850;POP_0050637;POP_0047998,POP_0003024;POP_0019094;POP_0016789;POP_0018089;POP_0029256;POP_0019130;POP_0029042;POP_0011447,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2),2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S22,POP,Lost after S22,S22,1,OG0001299_159-147,POP_0041838,NA,S22(2)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S22,POP,Lost after S21,S21,1,OG0000637_252-25,POP_0017799,NA,S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1),1,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S20,POP,Lost after S8,S8,1,OG0000658_248-62,NA,POP_0022705,S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(1),1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S20,POP,No duplicate lost,NA,2,OG0000665_247-77;OG0001307_159-153,POP_0019705;POP_0035791,POP_0018241;POP_0009204,S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2),2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,POP,Lost after S19,S19,1,OG0000633_253-22,NA,NA,S19(2)->S18(1)->S17(1)->S8(1)->POP(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,POP,Lost after S17,S17,4,OG0000648_249-32;OG0000648_249-34;OG0000667_246-79;OG0001278_161-117,POP_0007368,POP_0013497;POP_0037655;POP_0019958,S19(2)->S18(2)->S17(2)->S8(1)->POP(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,POP,Lost after S8,S8,2,OG0001294_159-127;OG0001307_159-152,POP_0016959;POP_0009204,NA,S19(2)->S18(2)->S17(2)->S8(2)->POP(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,POP,No duplicate lost,NA,12,OG0000633_253-23;OG0000637_252-29;OG0000651_249-37;OG0000652_249-46;OG0000657_248-52;OG0000658_248-63;OG0001259_162-89;OG0001272_161-109;OG0001277_161-113;OG0001311_158-164;OG0001318_157-171;OG0004494_64-236,POP_0033010;POP_0048312;POP_0006957;POP_0035901;POP_0031343;POP_0004778;POP_0019512;POP_0017196;POP_0038304;POP_0045080;POP_0023200;POP_0040478,POP_0000333;POP_0019094;POP_0029856;POP_0026327;POP_0047767;POP_0047035;POP_0019945;POP_0040725;POP_0023427;POP_0039147;POP_0012798;POP_0012908,S19(2)->S18(2)->S17(2)->S8(2)->POP(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,PRU,Lost after S28,S28,2,OG0000665_247-78;OG0004491_64-234,NA,PRU_0017224;PRU_0004934,S28(2)->S27(1)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S28,PRU,Lost after S27,S27,1,OG0001267_162-102,NA,PRU_0004448,S28(2)->S27(2)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S27,PRU,Lost after S26,S26,1,OG0000652_249-50,NA,PRU_0013122,S27(2)->S26(2)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S27,PRU,Lost after S25,S25,2,OG0001259_162-90;OG0002498_99-203,NA,PRU_0019541;PRU_0002156,S27(2)->S26(2)->S25(2)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,2,2,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S27,PRU,Lost after S24,S24,1,OG0001267_162-101,NA,PRU_0004448,S27(2)->S26(2)->S25(2)->S24(2)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,2,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S27,PRU,No duplicate lost,NA,7,OG0000652_249-49;OG0000667_246-84;OG0001289_160-124;OG0001289_160-125;OG0002437_101-178;OG0002522_99-214;OG0002523_99-216,PRU_0004027;PRU_0014490;PRU_0025798;PRU_0016407;PRU_0027473;PRU_0028660;PRU_0027855,PRU_0013122;PRU_0015978;PRU_0001884;PRU_0018178;PRU_0028059;PRU_0040217,S27(2)->S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2),2,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
S26,PRU,Lost after S19,S19,1,OG0001266_162-96,NA,PRU_0045866,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,NA,2,2,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S26,PRU,No duplicate lost,NA,2,OG0001266_162-97;OG0002471_100-196,PRU_0022560;PRU_0040338,PRU_0045866;PRU_0037000,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2),2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
S25,PRU,Lost after S23,S23,3,OG0002440_101-179;OG0002522_99-213;OG0004494_64-237,NA,PRU_0028494;PRU_0028660;PRU_0022698,S25(2)->S24(2)->S23(2)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S25,PRU,Lost after S21,S21,1,OG0001318_157-172,NA,PRU_0013280,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S25,PRU,Lost after S19,S19,1,OG0000657_248-55,NA,PRU_0015207,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,NA,NA,2,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S25,PRU,No duplicate lost,NA,13,OG0000631_253-19;OG0000633_253-24;OG0000657_248-54;OG0000657_248-56;OG0000658_248-66;OG0001270_161-104;OG0001277_161-115;OG0001280_161-119;OG0001297_159-145;OG0001319_157-175;OG0002462_100-186;OG0002506_99-204;OG0002508_99-206,PRU_0023739;PRU_0022911;PRU_0029285;PRU_0024457;PRU_0026263;PRU_0011607;PRU_0022357;PRU_0024768;PRU_0042006;PRU_0006635;PRU_0035805;PRU_0004659;PRU_0041849,PRU_0021059;PRU_0003588;PRU_0015207;PRU_0002270;PRU_0001609;PRU_0036431;PRU_0025682;PRU_0042129;PRU_0028873;PRU_0034643;PRU_0014451;PRU_0038853,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2),2,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
S24,PRU,Lost after S21,S21,1,OG0000665_247-68,PRU_0039539,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,NA,NA,NA,2,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
S24,PRU,Lost after S20,S20,1,OG0001277_161-114,NA,PRU_0036431,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1),1,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
